volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality
0.415,0.48,2.65,0.07893315982554944,15.7,0.99951,3.17,0.53,9.546450114381798,5
0.907,0.02,2.44,0.06829826300643246,4.1,0.99741,3.34,0.47,9.209649841135247,5
0.42,0.73,1.86,0.1083738384810339,6.1,0.99581,3.1,0.66,9.537209423324716,6
0.408,0.02,1.96,0.046715050382590315,10.5,0.99486,3.59,0.6,13.444571670043073,6
0.333,0.56,1.99,0.07072352305096105,3.0,0.99541,3.24,0.89,12.250901236156176,7
0.802,0.06,1.78,0.06918162658469709,7.9,0.99429,3.26,0.53,9.980463935017738,5
0.416,0.5,2.01,0.0839762408234775,5.9,0.99936,3.24,0.64,11.115451249398935,6
0.556,0.03,1.79,0.07417721094186469,16.6,0.99538,3.38,0.57,9.343342514803924,6
0.413,0.25,2.33,0.10309878596955896,7.6,1.0005,3.04,0.6,9.597187779751106,6
0.355,0.72,2.26,0.09123075269524498,13.1,0.99935,3.2,0.61,9.501639778540948,5
0.716,0.46,2.04,0.06959253659699308,9.9,0.99945,3.41,0.63,9.691136886992936,6
0.28,0.55,2.55,0.09469840355903769,7.4,0.99721,3.29,0.51,9.463143377600984,5
0.335,0.23,1.57,0.07183121957280772,5.8,0.99631,3.04,0.5,12.63537356829626,6
0.321,0.12,1.74,0.0667752418148295,8.1,0.99416,3.29,0.56,9.533789242299685,5
0.455,0.33,2.21,0.07169843988456702,21.0,0.99584,3.35,0.59,9.801945499089642,6
0.322,0.06,2.02,0.07267291674212316,39.7,0.99664,3.24,0.46,9.705120745472406,5
0.38,0.21,1.7,0.0685276589019065,4.7,0.99721,3.25,0.49,9.569153480720933,5
0.41,0.04,1.96,0.09090848518958908,16.4,0.99735,3.32,0.63,9.722649206832397,5
0.375,0.54,2.26,0.09132997488416182,7.5,0.99739,3.13,0.73,12.472346741046799,6
0.417,0.01,1.63,0.08696245755755597,4.8,0.99923,3.23,0.52,10.071890729880149,5
0.633,0.03,2.04,0.06535356823615787,17.3,0.99753,3.24,0.56,9.542533701486166,5
0.752,0.03,1.86,0.0717445283987201,4.8,0.99444,3.32,0.47,11.482949173354932,5
0.359,0.18,1.68,0.07593495093164655,7.8,0.99552,3.37,0.66,9.247852901518002,5
0.38,0.28,1.83,0.07357252580304438,6.9,0.99612,3.38,0.56,12.944122379434516,6
0.548,0.52,2.37,0.07540493842262753,12.8,0.99782,3.26,0.67,9.092519428302007,6
0.423,0.37,1.89,0.08241439833503508,28.9,0.99623,3.03,0.61,9.332649567444617,5
0.4,0.6,3.15,0.07228224063433239,8.2,0.99855,3.25,0.5,9.163088610744236,5
0.529,0.22,2.29,0.09120762424926632,12.5,0.9973,3.34,0.67,9.19274794573336,5
0.443,0.02,2.19,0.07142203969635795,6.3,0.99705,3.43,0.6,9.072690686173484,6
0.558,0.15,1.81,0.08133257732101708,27.3,0.99819,3.35,0.53,9.285114372838295,5
0.231,0.42,1.38,0.07675365202670126,4.6,0.99671,3.18,1.09,11.53006764587304,7
0.49,0.06,2.18,0.09033499540143655,15.6,0.99732,3.29,0.53,9.369783968498108,5
0.616,0.38,2.25,0.09122579221020097,28.6,0.99792,3.35,0.63,9.252759232848437,5
0.584,0.21,2.09,0.07646350856560577,20.9,0.99605,3.22,0.58,9.731712133946646,5
0.914,0.02,2.2,0.06008105670161955,7.0,0.99585,3.71,0.5,9.984196744409571,5
0.59,0.47,2.05,0.06710760785804287,4.2,0.99846,3.2,0.69,10.247436886786364,6
0.461,0.24,2.57,0.08644980110562427,17.8,0.99853,3.21,0.62,9.61309104505767,5
0.401,0.0,1.65,0.0603065498290377,8.4,0.99536,3.41,0.66,11.374663959151857,6
0.292,0.32,2.25,0.07881525158942859,16.1,0.99622,3.42,0.56,10.347329927751165,6
0.457,0.38,2.26,0.10690497125499693,6.4,0.99858,3.15,0.51,9.862950360170958,6
0.292,0.53,1.77,0.08400827354470344,7.2,0.99751,3.25,1.16,9.966856553929102,6
0.469,0.54,2.7,0.09307165385140846,15.3,0.99824,3.17,0.67,8.554547911519172,5
0.305,0.28,1.89,0.07989002298179185,6.3,0.99774,3.29,0.67,9.203222674359456,5
0.509,0.44,2.15,0.08397703993980564,5.3,0.99909,3.15,0.65,9.575302760131796,5
0.459,0.36,1.6,0.08160804999249449,9.2,0.99592,3.25,0.6,9.562354103219233,6
0.676,0.24,2.29,0.06757241115346399,5.9,0.99766,3.06,0.55,8.837934527386594,5
0.425,0.16,2.4,0.0656886808635049,7.9,0.99428,3.32,0.63,11.536736828481068,6
0.396,0.3,2.44,0.06964325589606975,8.5,0.99751,3.39,0.59,11.360537422657954,6
0.307,0.23,1.71,0.07005627355913056,13.7,0.99582,3.17,0.6,13.07000129258851,6
0.361,0.15,1.74,0.06861435920908776,6.6,0.99387,3.25,0.54,11.126585587497125,6
0.473,0.05,2.46,0.10740840686622544,24.4,0.99797,3.39,0.66,11.738158240480592,6
0.719,0.14,1.39,0.07755310468270736,6.8,0.99662,3.32,0.59,9.354557078860312,5
0.67,0.13,1.97,0.08322052735363224,11.7,0.99698,3.28,0.54,9.456250328367949,5
0.76,0.08,1.68,0.074914779704753,15.3,0.995,3.55,0.51,9.242211981527271,5
0.331,0.32,1.74,0.09836151643000898,6.2,0.99623,3.24,0.5,11.786261365907313,6
0.312,0.5,2.45,0.08302837153174161,24.9,0.99656,3.22,0.5,11.064059543602609,6
0.639,0.0,1.49,0.056905202586619026,15.7,0.99609,3.62,0.54,10.838424388670902,6
0.381,0.5,2.09,0.08198569518976152,12.7,0.99681,3.19,0.65,11.913134195302776,7
0.51,0.05,1.98,0.06786819757880787,10.7,0.99465,3.34,0.6,9.916360292057758,6
0.459,0.02,1.59,0.06884647969829369,18.6,0.99902,3.45,0.56,9.518470483655436,6
0.517,0.25,2.18,0.0751138670488454,28.8,0.99745,3.36,0.63,10.462822788048035,6
0.425,0.51,1.95,0.07742259142534715,12.3,0.9945,3.37,0.67,13.381990246781495,6
0.362,0.24,1.84,0.07875781410357967,5.4,0.99571,3.29,0.44,11.233071853490685,6
0.591,0.15,1.91,0.08593928799911947,8.0,0.99528,3.18,0.58,9.10638797412204,5
0.457,0.65,2.03,0.09789994897688832,3.0,0.99968,3.12,0.48,9.450278065121344,6
0.231,0.4,1.94,0.06921263402613367,5.4,0.99452,3.2,0.6,10.766368673417585,6
0.168,0.27,2.02,0.08158497297898533,6.3,0.99634,3.2,0.62,12.472907951379742,6
0.352,0.59,2.32,0.07290973726685962,4.9,0.99661,3.13,0.64,10.271516649708257,5
0.242,0.34,1.6,0.05456934374875279,16.0,0.99395,3.42,0.58,12.83911220261405,6
0.272,0.33,2.11,0.08234032853247314,7.5,0.99812,3.31,0.5,9.392873833198031,5
0.258,0.02,1.81,0.06383275585385563,5.0,0.99526,3.27,0.65,13.054129571594276,6
0.567,0.01,2.15,0.07796414938725463,6.0,0.99824,3.37,0.88,9.8241058177193,6
0.359,0.17,2.47,0.1406809010777576,16.8,0.99783,3.21,0.63,9.721975913146832,5
0.732,0.24,1.91,0.08831671038969105,7.4,0.99652,3.22,0.58,9.727240002628072,5
0.672,0.0,2.22,0.05797577779539725,6.0,0.99634,3.34,0.53,11.308183100741816,6
0.266,0.02,1.56,0.05463104702054694,14.6,0.99281,3.41,0.58,11.988616715595496,6
0.629,0.21,2.31,0.07282561745492235,16.8,0.99507,3.39,0.58,11.77978271551868,6
0.638,0.25,2.33,0.07946992522505877,13.3,0.99722,3.3,0.5,9.545692860721134,5
0.825,0.05,1.78,0.07177569923854599,11.7,0.99537,3.57,0.56,9.741390325733812,6
0.216,0.59,1.7,0.10612556041116723,4.1,0.99747,3.22,0.61,9.675857626675814,6
0.603,0.1,1.91,0.08250106765198859,4.4,0.99733,3.33,0.63,9.465046119595405,5
0.55,0.01,2.11,0.09207615992460115,15.6,0.99447,3.4,0.61,9.654458945087866,6
0.291,0.51,3.17,0.08799821052808286,16.0,1.00058,3.14,0.58,9.382399932939906,6
0.391,0.38,2.27,0.06996340463072542,6.2,0.99759,3.36,0.52,9.199127950699449,5
0.797,0.22,2.09,0.08861651385920366,4.5,0.99753,3.22,0.55,9.401794424478815,5
0.395,0.24,2.1,0.0703568428647243,14.8,0.99633,3.42,0.62,9.527419107660169,6
0.397,0.26,2.39,0.09062466435072138,13.6,0.99948,3.31,0.67,9.27591665881619,6
0.738,0.0,2.08,0.07876438644427831,9.1,0.99616,3.38,0.53,9.548626488451736,5
0.438,0.42,2.1,0.07406205296834598,7.9,0.99602,3.32,0.62,12.384112369460706,7
0.433,0.36,2.24,0.07455178844085444,4.7,0.99554,3.39,0.47,11.421341455944477,5
0.535,0.37,1.79,0.08234348127148597,6.5,0.99772,3.14,0.73,9.336058778555602,5
0.372,0.25,2.1,0.07447983854144624,6.3,0.9974,3.23,0.65,9.559944193170363,6
0.218,0.53,1.78,0.07919180443877394,4.2,0.99884,3.23,0.75,10.704868882066009,6
0.393,0.04,2.07,0.09469365734042999,8.8,0.99669,3.34,0.54,9.543726506732064,5
0.605,0.25,2.25,0.07620021886438143,6.4,0.997,3.2,0.66,9.414176918701635,5
0.398,0.32,1.74,0.0873407101847798,14.7,0.9979,3.31,0.44,11.456424721264941,5
0.535,0.37,2.06,0.0602646560841493,8.2,0.99622,3.4,0.53,9.65466924603975,5
0.433,0.01,1.55,0.06432806366257887,4.5,0.99759,3.32,0.48,11.483602472286798,5
0.42,0.06,1.97,0.08610554469416207,9.8,0.99727,3.48,0.65,9.263969271558004,5
0.292,0.55,2.23,0.08195456052999579,17.2,0.99805,3.2,0.57,10.79595895922266,6
0.604,0.15,2.11,0.08260384661545743,15.2,0.99757,3.4,0.67,9.541417731861424,5
0.383,0.0,1.36,0.07785025228255048,6.2,0.99429,3.4,0.55,10.242730126236689,6
0.48,0.61,2.03,0.08607307496116363,4.1,0.99958,2.99,0.6,9.107273727669916,5
0.408,0.21,1.66,0.08836128703466581,5.5,0.99676,3.36,0.58,10.985624535798296,5
0.856,0.0,1.7,0.07216470469717132,7.2,0.99442,3.32,0.51,9.53851784174036,5
0.378,0.67,1.71,0.08500563437047952,2.5,0.99797,3.2,0.69,12.192727760469237,7
0.42,0.05,1.95,0.06998791315321196,28.2,0.99503,3.23,0.61,9.682355367485929,6
0.688,0.15,2.47,0.08410986674713307,7.3,0.99759,3.19,0.55,11.729216371453699,6
0.343,0.04,1.95,0.07841382565032669,7.7,0.99358,3.31,0.54,11.586709091819209,6
0.477,0.0,1.79,0.08724429481848382,9.5,0.99531,3.41,0.47,9.338723816124316,6
0.648,0.09,2.39,0.07380213168206494,12.1,0.99809,3.26,0.65,9.791747103431153,5
0.641,0.26,2.38,0.07958185780092208,29.8,0.99731,3.31,0.51,9.531229760101018,5
0.547,0.26,2.34,0.08833943908676642,18.9,0.99885,3.24,0.53,9.37353694897036,5
0.706,0.02,2.12,0.06189951708386598,12.0,0.99799,3.22,0.56,9.755849462338894,5
0.405,0.38,2.14,0.05148465137768669,6.8,0.99443,3.41,0.7,11.391012286566857,6
0.519,0.21,2.09,0.0766179081698682,8.4,0.9959,3.31,0.5,9.663260353302892,5
0.473,0.57,2.0,0.09165661808009037,2.5,0.99379,3.25,0.65,10.766079500810621,6
0.354,0.26,2.47,0.09575646210447987,26.9,0.99768,3.24,0.65,9.105769329419948,6
0.397,0.19,2.33,0.096752721927931,23.5,0.99793,3.15,0.55,9.331902814728384,5
0.344,0.05,1.83,0.06759441458347928,6.9,0.99282,3.54,0.61,12.777647958338923,6
0.371,0.0,2.02,0.056863904824030545,14.3,0.99496,3.3,0.58,12.158899800831358,6
0.204,0.38,2.31,0.0696889515158424,6.5,0.99509,3.1,0.86,11.448301708988586,7
0.476,0.44,2.4,0.08833535418677999,30.2,0.99672,3.21,0.83,11.628791921702648,6
0.551,0.01,2.04,0.07708236716905428,8.2,0.99694,3.33,0.5,11.685520470919792,5
0.285,0.59,2.18,0.07519761922885018,6.0,0.99962,3.12,0.65,9.61855973346563,6
0.341,0.03,1.93,0.06448133954757174,13.1,0.99339,3.43,0.62,11.953794994249286,7
0.363,0.04,2.18,0.09015322705068352,6.4,0.99707,3.11,0.66,11.784134396989,5
0.684,0.07,1.93,0.06909586669401985,8.0,0.99651,3.43,0.56,9.571214936648943,5
0.694,0.21,1.94,0.07955861900683513,24.6,0.99737,3.25,0.63,9.22709016365201,5
0.255,0.63,2.2,0.07640890661414117,9.7,0.99587,3.22,0.58,9.78364870660476,6
0.321,0.37,2.29,0.08288267206672811,6.5,0.99897,3.18,0.73,11.225038602411177,6
0.328,0.37,1.84,0.08711883106926421,4.1,0.99517,3.36,0.56,12.143329386416534,6
0.316,0.37,1.72,0.078453847038861,7.0,0.99769,3.22,0.62,9.691146043899272,6
0.364,0.02,2.15,0.07454504904935194,12.4,0.99444,3.45,0.65,10.80190945362607,6
0.366,0.08,2.29,0.0789675312923139,5.9,0.9967,3.25,0.62,9.60415916495947,6
0.577,0.23,2.14,0.0783723948464782,28.4,0.99746,3.38,0.52,9.26084121742518,5
0.52,0.5,1.89,0.07172522878131592,8.8,0.99504,3.39,0.57,9.92748223206948,5
0.299,0.08,2.16,0.04862760743876994,11.5,0.9938,3.61,0.6,12.110839040932479,6
0.535,0.65,3.41,0.08067614306841313,22.3,1.00189,3.08,0.66,9.457708780571755,5
0.34,0.32,2.1,0.07055081095888029,6.7,0.9963,3.19,0.65,12.322901910638347,6
0.326,0.44,1.93,0.1277989078163172,6.7,0.99884,3.09,0.62,9.809583416791035,5
0.391,0.52,2.59,0.087679463120543,7.3,0.99861,3.22,0.6,9.420711820600344,6
0.678,0.2,2.32,0.08133782062447455,7.9,0.99663,3.25,0.58,9.394981676911156,5
0.649,0.44,1.74,0.08212931038497025,17.3,0.9977,3.35,0.57,9.481099814869413,6
0.51,0.23,1.86,0.05664794001324382,4.3,0.99425,3.39,0.51,9.435333097224216,5
0.365,0.45,1.98,0.07720267332891396,23.0,0.99714,3.3,0.7,12.059159268341475,6
0.318,0.08,1.79,0.09735402821503739,7.3,0.99451,3.63,0.53,12.362043097997603,6
0.245,0.3,2.14,0.06707905542988271,19.6,0.99887,3.13,0.64,11.95464158914708,6
0.389,0.27,1.94,0.08776785229365439,6.2,0.99647,3.26,0.58,9.578832998608602,5
0.555,0.28,2.3,0.086622508354841,6.7,0.99765,3.12,0.65,9.610482414950598,6
0.599,0.09,1.91,0.07295841723801187,4.0,0.99591,3.28,0.49,9.683743666232875,6
0.411,0.22,1.82,0.10568184881718382,17.2,0.9976,3.11,0.58,9.332814333237554,5
0.275,0.51,1.76,0.07188603044595983,4.0,0.99529,3.1,0.48,9.695517024959415,6
0.417,0.29,2.34,0.059272828304518424,15.1,0.99501,3.31,0.6,11.413395845130688,7
0.427,0.34,2.0,0.07833685562678622,10.5,0.9994,3.27,0.59,11.414158033610587,6
0.427,0.24,2.4,0.0676134142810392,27.8,0.99537,3.34,0.53,11.923925696716875,6
0.461,0.02,2.2,0.06201963879463493,13.8,0.99651,3.35,0.61,11.114544202877001,6
0.458,0.0,2.03,0.06635005943672158,10.3,0.99751,3.53,0.56,11.863356154251154,5
0.431,0.36,2.53,0.09043959114441079,36.5,0.99741,3.27,0.59,9.515439323959438,5
0.71,0.07,1.7,0.07070317614422214,4.5,0.99478,3.31,0.58,9.484444966990948,6
0.409,0.31,1.77,0.08479204816094392,8.9,0.99519,3.23,0.54,11.52860002503936,5
0.258,0.23,1.99,0.0810558525774904,6.3,0.99436,3.15,0.8,11.888643077384653,6
0.646,0.07,1.93,0.08271196049571704,31.6,0.99762,3.2,0.57,9.61410602243157,5
0.301,0.29,2.41,0.10861125995301639,14.4,0.99721,3.24,0.6,9.511480953847514,5
0.492,0.01,1.9,0.06677662786329715,8.3,0.99667,3.48,0.59,10.881979975667925,6
0.585,0.05,1.99,0.04901933738479686,15.8,0.99479,3.42,0.63,11.48910908279205,6
0.193,0.32,2.29,0.08662456392293245,15.9,0.99584,3.25,0.68,11.659638336174744,6
0.457,0.4,2.28,0.09701756808504619,34.9,0.99747,3.27,0.66,9.346788173258501,5
0.381,0.42,1.92,0.09684766085229006,17.3,0.99936,3.39,0.54,9.178689438516301,5
0.585,0.05,2.19,0.08126824323730193,29.8,0.99629,3.4,0.55,12.006165922885906,5
0.27,0.3,1.36,0.0659380355620206,8.9,0.99538,3.17,0.47,11.744654432465763,6
0.557,0.23,2.42,0.07025683771634093,4.9,0.99474,3.26,0.51,9.309876527999387,5
0.341,0.57,2.05,0.07248254081162692,8.5,0.99626,3.11,0.85,10.82611923831174,7
0.468,0.03,4.36,0.07128456769405073,6.1,0.99682,3.22,0.79,11.625302160372387,7
0.599,0.07,2.07,0.07795323291627569,14.3,0.99737,3.34,0.5,9.435245639623727,5
0.283,0.6,2.45,0.06685296332888983,5.8,0.99989,3.24,0.77,9.5407434004853,6
0.594,0.08,1.75,0.06688357646933259,7.1,0.99483,3.39,0.62,11.838929468252298,6
0.32,0.26,1.95,0.08346112759284377,17.2,0.9953,3.33,0.67,12.521546006748382,6
0.232,0.57,2.54,0.0912872117215076,34.7,0.99848,3.07,0.52,9.420687508963178,5
0.607,0.27,1.97,0.0715316923679772,5.4,0.99691,3.22,0.54,9.54907731547347,5
0.403,0.27,1.82,0.08789633284205708,7.0,0.99581,3.33,0.6,11.175287321109776,5
0.474,0.03,2.13,0.09656105445468056,39.4,0.99695,3.21,0.57,9.748889713091696,5
0.552,0.08,1.9,0.06445365424653715,22.4,0.99565,3.25,0.48,10.600602443014449,6
0.436,0.04,2.07,0.07106097749470683,14.3,0.99651,3.25,0.68,11.860888010396412,6
0.321,0.24,1.97,0.07802072639401786,14.3,0.99576,3.5,0.64,12.50890275990737,6
0.608,0.26,2.28,0.08217223574953064,13.4,0.99715,3.35,0.65,11.669549446004035,6
0.555,0.48,2.11,0.07976846712219697,14.1,0.99778,3.21,0.57,9.213702938382559,5
0.399,0.35,2.25,0.07970968421087989,4.3,0.99648,3.23,0.7,12.656558113194421,6
0.294,0.49,2.06,0.08275751966434743,9.6,0.99838,3.13,0.69,9.549176409280168,5
0.923,0.03,2.11,0.07882534530588857,14.2,0.99566,3.66,0.5,12.540534556448492,5
0.578,0.17,2.11,0.09330902453210826,23.0,0.99656,3.39,0.66,9.433610981769304,6
0.82,0.05,2.17,0.09276348790973256,5.8,0.99608,3.11,0.49,9.502224077030254,5
0.663,0.01,1.93,0.07210994671127124,12.2,0.99603,3.4,0.54,10.648670609746164,6
0.605,0.0,1.86,0.07306461774210367,14.7,0.99443,3.3,0.51,12.238074405459225,6
0.487,0.09,1.87,0.08266049252877249,12.1,0.99684,3.28,0.54,9.868488298994203,5
0.561,0.21,2.41,0.09454335314687001,12.1,0.99721,3.33,0.51,10.870291088415708,5
0.85,0.01,1.82,0.06903977440551802,16.1,0.99572,3.31,0.51,11.215297194706451,6
0.46,0.48,1.81,0.08098334361124064,6.2,0.99547,3.14,0.72,12.17600239180481,7
0.856,0.02,1.37,0.08867830356141201,6.3,0.99598,3.41,0.58,11.422986266202821,5
0.239,0.58,1.82,0.07252431068855358,8.3,0.9967,2.99,0.72,10.187102307432628,6
0.347,0.56,2.41,0.10551411004766578,3.8,0.99969,3.15,0.67,9.65690863727453,5
0.52,0.28,1.98,0.09151321385357253,7.6,0.99658,3.09,0.54,8.952236099600976,5
0.423,0.43,1.86,0.07927180150104479,4.9,0.99858,3.09,0.49,9.948718478842896,5
0.51,0.38,2.56,0.0779261920568238,33.5,0.99834,3.24,0.58,9.8263725688717,6
0.549,0.33,2.23,0.07945360943690054,4.2,0.99674,3.35,0.64,10.46226394436862,6
0.443,0.59,1.95,0.07410838597601556,6.7,0.99842,3.21,0.7,9.414712340703712,6
0.424,0.03,1.89,0.07806197672145114,7.0,0.99641,3.12,0.62,9.725353886445253,6
0.557,0.23,1.87,0.08470264740282242,4.6,0.99624,3.26,0.52,9.664681315011418,6
0.355,0.47,2.49,0.07750180950043739,11.9,0.99711,3.38,0.75,11.877500149303419,6
0.626,0.05,1.57,0.04367873987431281,6.8,0.99578,3.34,0.59,9.404126452706933,5
0.41,0.18,1.71,0.0757417804205897,6.6,0.99558,3.34,0.55,10.76919816663961,6
0.435,0.0,1.68,0.0581365778165986,7.7,0.99415,3.33,0.59,9.685803842432128,5
0.68,0.03,2.16,0.06811839262748208,22.1,0.99723,3.36,0.59,9.493997054483431,5
0.793,0.04,1.31,0.05838330845317426,8.4,0.9931,3.74,0.57,12.397374004254614,6
0.597,0.32,2.55,0.08198902108696794,29.9,0.9957,3.13,0.51,9.5111139173507,5
0.293,0.32,1.79,0.08169331823331968,9.5,0.99773,3.2,0.58,9.341082738744591,5
0.336,0.6,1.96,0.08810985392385136,4.5,0.99881,3.08,0.71,9.961200176808596,6
0.283,0.21,2.09,0.07463083908659242,7.3,0.9962,3.24,0.63,12.51012026060546,6
0.672,0.06,1.7,0.07591917508130504,10.0,0.99511,3.5,0.67,10.960828547972197,6
0.628,0.3,2.18,0.08336669211833207,31.9,0.99713,3.13,0.56,9.338954897340356,5
0.392,0.45,1.71,0.0877165196936175,6.0,0.99673,3.18,0.67,9.346973352545234,6
0.235,0.56,1.16,0.06528833111095872,7.3,0.99625,3.14,0.59,9.19597471905704,5
1.04,0.07,2.33,0.07865669970649751,14.8,0.99738,3.53,0.5,9.674000906293315,5
0.274,0.41,1.34,0.07063242886708665,6.3,0.99744,3.21,0.54,10.630067916471617,6
0.466,0.07,1.98,0.0628471426176993,12.9,0.99538,3.62,0.58,11.806835625311269,6
0.326,0.24,2.16,0.07571793476654837,6.5,0.99612,3.37,0.73,10.728604043036283,6
0.592,0.11,1.59,0.0755583411913545,3.6,0.99639,3.17,0.56,9.540982715274572,5
0.49,0.38,2.38,0.09168169209106568,9.2,0.99811,3.23,0.55,9.246135600671217,5
0.362,0.09,1.9,0.08166359929903094,8.2,0.9959,3.19,0.55,10.655377998421985,6
0.385,0.04,2.18,0.08692282699043685,5.6,0.99523,3.33,0.56,11.642185951049314,6
0.326,0.48,1.95,0.08961205250022156,6.3,0.99802,3.06,0.54,9.308710109905991,5
0.427,0.0,1.47,0.08376058338437342,7.4,0.99628,3.45,0.51,9.484995551910615,5
0.301,0.41,1.6,0.07620403244270155,5.6,0.99763,3.21,0.64,9.584740228491109,6
0.49,0.21,1.98,0.08006192363025373,2.2,0.99525,3.38,0.55,12.989220884480924,6
0.654,0.11,2.19,0.0570307837314359,15.5,0.99688,3.36,0.61,10.20980784104818,6
0.488,0.25,2.12,0.08049038664774263,6.6,0.99871,3.37,0.57,9.426282498939997,5
0.332,0.37,2.13,0.08516705641535069,1.9,0.99701,3.14,0.64,11.326080688484389,6
0.409,0.21,2.51,0.12958166462911042,15.6,0.99997,3.28,0.56,9.658456593379675,6
0.516,0.2,2.38,0.08738487368756898,14.8,0.99451,3.3,0.6,9.688925748665385,6
0.412,0.25,2.51,0.07657739035034143,6.2,0.99787,3.22,0.57,11.314324897815329,6
0.924,0.08,2.2,0.08310193687707793,15.8,0.99639,3.35,0.58,9.603574587350588,5
0.402,0.46,2.14,0.09865972102721493,19.7,0.99623,3.27,0.55,9.601331833521755,6
0.366,0.3,2.18,0.08517750402697814,41.2,0.99931,3.26,0.68,9.390289071846542,5
0.34,0.52,2.5,0.09024632483654775,5.4,1.00009,3.13,0.57,9.580602897025647,5
0.559,0.02,1.7,0.07472648995618109,12.6,0.9974,3.38,0.64,9.336342377636834,6
0.419,0.32,1.9,0.08743658158428105,22.7,0.9994,3.14,0.6,9.198402917920326,5
0.423,0.16,1.81,0.0822267891724388,5.9,0.996,3.3,0.6,11.202048106079948,6
0.758,0.0,2.21,0.07796653804440004,21.1,0.99646,3.35,0.52,9.917978790091556,5
0.422,0.03,1.85,0.07966110559652845,4.5,0.99546,3.39,0.61,10.452090235083471,6
0.362,0.37,1.86,0.06822708013886984,8.6,0.99677,3.23,0.59,9.5714169706225,5
0.453,0.57,2.77,0.08418489967632746,6.6,0.99678,3.32,0.66,11.633273252627546,6
0.318,0.06,1.97,0.0704410864726289,20.0,0.99328,3.45,0.52,12.064964347213767,6
0.751,0.25,1.83,0.0868824704057745,29.0,0.99759,3.1,0.58,9.410285070906765,5
0.573,0.05,1.92,0.0869531990002526,4.4,0.99716,3.31,0.57,9.5051079069627,5
0.387,0.28,1.76,0.07036344515072855,2.3,0.99844,3.25,0.53,9.539415144661007,5
0.44,0.4,1.94,0.08424947876600819,8.8,0.99628,3.35,0.68,9.175352572760378,5
0.441,0.64,2.27,0.08299489649181671,5.0,0.99732,3.25,0.75,12.653363768745836,7
0.482,0.22,1.41,0.0831861254162055,7.1,0.99905,3.18,0.6,9.578008957351036,5
0.51,0.21,1.75,0.08332561707481531,7.8,0.99511,3.31,0.53,9.094243916650415,5
0.195,0.5,1.78,0.07474873786287406,9.1,0.99558,3.08,0.61,10.129778433793803,6
1.003,0.03,1.61,0.0685991494656763,7.9,0.99568,3.31,0.5,9.603166624999588,5
0.636,0.23,1.99,0.07333967068322586,4.3,0.99768,3.31,0.68,9.864770238844912,5
0.287,0.12,2.06,0.07726877434898126,32.4,0.99494,3.29,0.62,13.051675792319445,6
0.507,0.0,1.76,0.056626318473383196,15.0,0.99589,3.43,0.69,12.38675911328696,6
0.56,0.0,2.08,0.07996160353532789,7.9,0.99711,3.28,0.63,10.134130890835658,5
0.39,0.47,2.51,0.10404968702395193,26.7,0.9991,3.13,0.63,9.324340198961687,5
0.668,0.01,1.85,0.08915462452682421,11.6,0.99529,3.38,0.49,10.813388016219863,5
0.458,0.51,1.97,0.07223947108175384,7.6,0.99847,3.05,0.58,9.359990710268319,5
0.606,0.26,2.91,0.10936039577627377,29.9,1.00112,3.19,0.52,9.218880147873081,5
0.711,0.09,2.58,0.07225434663792184,16.3,0.99693,3.37,0.66,11.44657315183685,6
0.661,0.3,2.68,0.07706348991944435,24.3,0.99981,3.18,0.69,9.862821199215828,6
0.538,0.31,2.66,0.08566559917570514,28.6,0.99867,3.2,0.52,9.60341130601986,5
0.28,0.47,2.33,0.0793827612582153,7.3,0.99749,3.14,0.64,10.029784446084872,6
0.386,0.46,1.42,0.07212360615625789,6.7,0.99256,3.15,0.71,13.066898636152679,7
0.835,0.04,2.39,0.09042786973159883,13.7,0.99677,3.28,0.59,9.193218921861972,5
0.609,0.17,2.39,0.08141727807219551,9.3,0.99533,3.26,0.51,9.410971953466582,5
0.74,0.03,1.99,0.08137173700220286,17.2,0.99911,3.21,0.61,9.814321064462113,5
0.622,0.03,1.77,0.07873314951254462,24.2,0.99635,3.39,0.53,9.575746314084139,6
0.387,0.39,2.26,0.06869752187457637,26.7,0.99575,3.34,0.64,9.882279936732829,6
0.231,0.38,1.73,0.08153557213995781,4.0,0.99643,3.08,0.69,9.23625902110576,6
0.264,0.59,2.26,0.07218303958870687,5.4,0.99783,3.27,0.78,10.257648794697706,6
0.389,0.31,2.28,0.09053360039509475,8.5,0.99765,3.18,0.56,11.395461601324111,5
0.753,0.06,2.3,0.08230768369885491,7.3,0.99753,3.08,0.49,9.474148692986322,5
0.937,0.0,1.4,0.06604831778821374,18.8,0.99431,3.72,0.63,11.919798185941358,6
0.715,0.21,2.41,0.08745399019147235,20.0,0.99644,3.27,0.63,9.678818874597116,5
0.607,0.23,2.01,0.07272464959795691,8.9,0.99714,3.22,0.71,9.616472852303849,6
0.353,0.41,2.19,0.05757558249284806,3.9,0.99581,3.1,0.61,12.43489456652621,7
0.774,0.24,2.07,0.06711764189511764,2.9,0.99793,3.15,0.5,9.40047249344596,5
0.284,0.45,1.52,0.07402801719143445,4.0,0.99574,3.15,0.67,9.940805378929502,6
0.282,0.03,1.51,0.06790542202579392,4.8,0.99386,3.36,0.75,12.290692368420654,6
